matricula,codigo,disciplina,periodo,ano,curriculo,ch,nota,frequencia,status,tipo,observacao,natureza,situacaoDiscente,nomeTuma,codigoCurriculoSie
552,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
553,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,76,93,Aprovado,TURMA,,-,Registro ativo,D,21A
553,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
554,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,91,96,Aprovado,TURMA,,-,Registro ativo,A,21A
554,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
555,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,72,100,Aprovado,TURMA,,-,Registro ativo,D,21A
555,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
556,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,86,100,Aprovado,TURMA,,Obrigatória,Registro ativo,E,21A
557,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,90,100,Aprovado,TURMA,,Obrigatória,Registro ativo,E,21A
558,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,30,96,R-nota,TURMA,,-,Registro ativo,D,21A
558,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,2,2018,Não,60,75,90,Aprovado,TURMA,,-,Registro ativo,A,21A
558,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
559,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,58,100,Aprovado,TURMA,,Obrigatória,Registro ativo,BCC1,21A
560,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,99,100,Aprovado,TURMA,,Obrigatória,Registro ativo,B,21A
561,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,72,100,Aprovado,TURMA,,-,Registro ativo,B,21A
561,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
562,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,88,93,Aprovado,TURMA,,-,Registro ativo,A,21A
562,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
563,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2021,Sim,60,0,100,R-nota,TURMA,,Obrigatória,Trancamento,A,21A
563,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,0,100,R-nota,TURMA,,Obrigatória,Trancamento,BCC1,21A
564,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2020,Sim,60,98,100,Aprovado,TURMA,,Obrigatória,Registro ativo,A,21A
565,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2016,Não,60,62,100,Aprovado,TURMA,,-,Conclusão formatura,,21A
565,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Conclusão formatura,,21A
566,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,70,100,Aprovado,TURMA,,-,Registro ativo,B,21A
566,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
567,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,91,100,Aprovado,TURMA,,Obrigatória,Registro ativo,BCC2,21A
568,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2020,Sim,60,47,100,R-nota,TURMA,,Obrigatória,Registro ativo,A,21A
568,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,0,0,Cancelado,TURMA,,Obrigatória,Registro ativo,ERE 2 - B,21A
568,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,88,100,Aprovado,TURMA,,Obrigatória,Registro ativo,A,21A
569,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2015,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Evasão,,21A
570,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,70,100,Aprovado,TURMA,,Obrigatória,Registro ativo,BCC3,21A
571,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,98,100,Aprovado,TURMA,,-,Registro ativo,A,21A
571,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
572,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,83,100,Aprovado,TURMA,,Obrigatória,Registro ativo,C,21A
